id,maxtemp,dewpoint,humidity,cloud,sunshine,windspeed,maxt-dew,cloud_humidity,cloud_humidity/Press,clo^2,wi,sun_humidity,rainfall
19,16.4,11.6,75.0,93.0,0.1,21.9,4.799999999999999,6975.0,6.836894726524211,8649.0,57.87,0.0013333333333333335,1
20,17.7,11.3,92.0,88.0,0.4,41.3,6.399999999999999,8096.0,7.918622848200314,7744.0,63.080000000000005,0.004347826086956522,1
21,21.9,14.3,52.0,49.0,9.1,10.2,7.599999999999998,2548.0,2.4916878544885583,2401.0,32.77,0.175,0
22,18.5,16.8,95.0,95.0,0.0,39.5,1.6999999999999993,9025.0,8.84283754654125,9025.0,66.5,0.0,1
23,24.8,18.1,90.0,92.0,0.0,30.4,6.699999999999999,8280.0,8.173741362290228,8464.0,63.599999999999994,0.0,1
24,23.8,20.8,84.0,88.0,0.0,30.2,3.0,7392.0,7.300740740740741,7744.0,60.0,0.0,1
25,25.3,20.6,76.0,78.0,10.2,10.2,4.699999999999999,5928.0,5.814615007356547,6084.0,50.739999999999995,0.13421052631578947,1
26,23.8,19.6,92.0,95.0,0.0,15.9,4.199999999999999,8740.0,8.624432603118215,9025.0,65.30000000000001,0.0,1
27,21.7,17.9,80.0,80.0,2.6,14.5,3.8000000000000007,6400.0,6.293018682399214,6400.0,55.22,0.0325,1
28,22.9,17.3,86.0,79.0,0.6,21.4,5.599999999999998,6794.0,6.66143739582312,6241.0,57.919999999999995,0.0069767441860465115,1
29,23.1,15.5,74.0,49.0,7.7,14.3,7.600000000000001,3626.0,3.561536194872802,2401.0,41.989999999999995,0.10405405405405406,0
30,21.3,15.3,75.0,69.0,7.7,35.1,6.0,5175.0,5.08100147275405,4761.0,48.39,0.10266666666666667,1
31,23.2,18.8,82.0,69.0,1.1,20.5,4.399999999999999,5658.0,5.549779303580187,4761.0,53.17,0.013414634146341465,0
32,21.3,13.6,52.0,56.0,2.9,21.3,7.700000000000001,2912.0,2.853782830262642,3136.0,36.730000000000004,0.055769230769230765,0
33,21.6,15.3,90.0,95.0,4.3,35.3,6.300000000000001,8550.0,8.346349082389692,9025.0,63.21,0.04777777777777777,1
34,21.5,17.0,91.0,88.0,0.0,14.3,4.5,8008.0,7.874139626352016,7744.0,62.8,0.0,1
35,18.2,9.5,78.0,89.0,0.0,28.4,8.7,6942.0,6.785260482846251,7921.0,57.900000000000006,0.0,0
36,22.9,17.8,79.0,88.0,0.0,18.4,5.099999999999998,6952.0,6.853312302839117,7744.0,58.0,0.0,1
37,21.1,16.9,74.0,44.0,9.5,26.7,4.200000000000003,3256.0,3.186533568212958,1936.0,39.949999999999996,0.12837837837837837,0
38,20.4,15.0,75.0,43.0,9.2,11.9,5.399999999999999,3225.0,3.1521845371908905,1849.0,40.14,0.12266666666666666,0
39,21.9,16.9,79.0,90.0,0.0,28.8,5.0,7110.0,6.9781136519776235,8100.0,58.6,0.0,1
40,23.4,19.0,88.0,83.0,2.3,29.6,4.399999999999999,7304.0,7.181201455117491,6889.0,59.410000000000004,0.026136363636363635,1
41,21.2,17.0,75.0,46.0,4.1,19.0,4.199999999999999,3450.0,3.396337861783816,2116.0,42.57,0.05466666666666666,0
42,21.4,17.8,83.0,88.0,0.0,20.8,3.599999999999998,7304.0,7.2095548317046685,7744.0,59.6,0.0,1
43,18.9,16.8,90.0,90.0,0.0,34.2,2.099999999999998,8100.0,7.978723404255319,8100.0,63.0,0.0,1
44,16.1,11.4,72.0,43.0,8.8,27.3,4.700000000000001,3096.0,3.0430509140947515,1849.0,39.06,0.12222222222222223,1
45,17.5,14.6,91.0,91.0,0.0,33.4,2.9000000000000004,8281.0,8.143376929884944,8281.0,63.7,0.0,1
46,20.6,12.2,79.0,89.0,1.0,10.7,8.400000000000002,7031.0,6.9060013751105,7921.0,58.0,0.012658227848101266,1
47,21.6,19.0,95.0,92.0,0.3,6.9,2.6000000000000014,8740.0,8.598130841121495,8464.0,65.50999999999999,0.003157894736842105,1
48,21.3,17.6,75.0,70.0,2.2,16.5,3.6999999999999993,5250.0,5.1632572777340675,4900.0,50.34,0.029333333333333336,0
49,18.8,12.4,72.0,40.0,9.5,9.8,6.4,2880.0,2.8135990621336457,1600.0,37.949999999999996,0.13194444444444445,1
50,17.2,8.6,79.0,49.0,9.1,35.3,8.6,3871.0,3.778797344787192,2401.0,43.57,0.11518987341772151,0
51,22.3,18.5,96.0,88.0,0.3,9.9,3.8000000000000007,8448.0,8.31250614975893,7744.0,64.71000000000001,0.0031249999999999997,1
52,18.4,16.3,93.0,93.0,0.0,19.0,2.099999999999998,8649.0,8.482738328756374,8649.0,65.1,0.0,1
53,22.5,16.4,76.0,71.0,6.1,20.5,6.100000000000001,5396.0,5.296427169218689,5041.0,49.870000000000005,0.08026315789473684,0
54,20.6,16.3,76.0,88.0,0.0,39.5,4.300000000000001,6688.0,6.579439252336448,7744.0,56.8,0.0,1
55,21.3,18.9,95.0,91.0,0.0,10.2,2.400000000000002,8645.0,8.502163650668765,8281.0,65.3,0.0,1
56,20.9,14.9,86.0,80.0,1.6,13.8,5.999999999999998,6880.0,6.798418972332016,6400.0,57.92,0.018604651162790697,0
57,25.9,17.0,79.0,70.0,7.8,24.4,8.899999999999999,5530.0,5.419443355546845,4900.0,50.260000000000005,0.09873417721518987,1
58,25.3,19.6,86.0,82.0,1.6,27.3,5.699999999999999,7052.0,6.951892744479496,6724.0,58.52,0.018604651162790697,1
59,22.4,17.8,91.0,80.0,0.0,25.0,4.599999999999998,7280.0,7.184446856804501,6400.0,60.4,0.0,1
60,21.3,18.9,92.0,88.0,0.0,28.4,2.400000000000002,8096.0,7.9520675768588545,7744.0,63.2,0.0,1
61,18.2,9.9,84.0,83.0,2.3,17.2,8.299999999999999,6972.0,6.8326146609172875,6889.0,57.81,0.027380952380952377,1
62,20.6,17.4,95.0,91.0,0.0,16.1,3.200000000000003,8645.0,8.494644787265402,8281.0,65.3,0.0,1
63,21.3,15.5,76.0,72.0,7.2,25.1,5.800000000000001,5472.0,5.375773651635721,5184.0,49.84,0.09473684210526316,0
64,21.6,17.9,69.0,54.0,1.0,29.6,3.700000000000003,3726.0,3.655091230135374,2916.0,43.5,0.014492753623188406,0
65,14.3,8.0,63.0,95.0,0.1,24.5,6.300000000000001,5985.0,5.852156057494867,9025.0,53.67,0.0015873015873015873,1
66,18.4,12.6,59.0,88.0,0.0,27.4,5.799999999999999,5192.0,5.088699402136626,7744.0,50.0,0.0,1
67,18.4,17.4,97.0,95.0,0.0,22.9,1.0,9215.0,9.085979096825083,9025.0,67.30000000000001,0.0,1
68,17.8,16.6,90.0,51.0,9.5,24.9,1.1999999999999993,4590.0,4.522167487684729,2601.0,48.449999999999996,0.10555555555555556,0
69,25.1,19.5,72.0,47.0,10.8,28.8,5.600000000000001,3384.0,3.335304553518628,2209.0,39.66,0.15000000000000002,0
70,20.9,8.9,75.0,43.0,11.0,7.4,11.999999999999998,3225.0,3.1574309770902684,1849.0,39.6,0.14666666666666667,0
71,25.2,19.9,83.0,80.0,3.4,16.5,5.300000000000001,6640.0,6.538007089405277,6400.0,56.18,0.04096385542168675,0
72,23.0,19.6,89.0,88.0,1.4,8.9,3.3999999999999986,7832.0,7.689739813451154,7744.0,61.58,0.015730337078651683,1
73,26.3,18.8,84.0,61.0,7.6,24.8,7.5,5124.0,5.03785271851342,3721.0,49.620000000000005,0.09047619047619047,1
74,23.1,19.9,90.0,87.0,0.5,26.0,3.200000000000003,7830.0,7.737154150197629,7569.0,61.949999999999996,0.005555555555555556,1
75,26.1,20.1,87.0,88.0,3.7,28.0,6.0,7656.0,7.561481481481482,7744.0,60.09,0.04252873563218391,1
76,25.2,21.1,89.0,88.0,0.3,20.0,4.099999999999998,7832.0,7.723865877712032,7744.0,61.91,0.0033707865168539327,1
77,24.9,22.8,85.0,88.0,3.2,31.2,2.099999999999998,7480.0,7.3767258382643,7744.0,59.44,0.037647058823529415,1
78,26.9,21.9,87.0,85.0,0.3,26.1,5.0,7395.0,7.296497286630489,7225.0,60.21,0.0034482758620689655,1
79,27.6,13.7,77.0,91.0,0.2,15.4,13.900000000000002,7007.0,6.928020565552699,8281.0,58.04,0.0025974025974025974,1
80,26.5,22.1,83.0,81.0,1.2,24.4,4.399999999999999,6723.0,6.611919748229741,6561.0,57.14,0.014457831325301203,1
81,27.6,22.3,89.0,84.0,1.6,18.6,5.300000000000001,7476.0,7.330849186114925,7056.0,60.32,0.017977528089887642,1
82,26.3,22.0,81.0,88.0,0.2,24.4,4.300000000000001,7128.0,7.050445103857567,7744.0,58.739999999999995,0.0024691358024691358,1
83,24.2,17.0,86.0,80.0,1.1,9.8,7.199999999999999,6880.0,6.807163352132186,6400.0,58.07,0.012790697674418606,1
84,28.1,22.8,86.0,83.0,4.4,17.2,5.300000000000001,7138.0,7.0806467612340045,6889.0,57.98,0.051162790697674425,1
85,27.2,22.3,90.0,85.0,5.9,17.2,4.899999999999999,7650.0,7.55182625863771,7225.0,59.73,0.06555555555555556,1
86,27.8,20.6,74.0,88.0,0.4,16.0,7.199999999999999,6512.0,6.428430404738401,7744.0,55.88,0.005405405405405406,1
87,27.1,22.6,86.0,84.0,1.6,17.5,4.5,7224.0,7.136929460580912,7056.0,59.12,0.018604651162790697,1
88,25.1,22.0,87.0,82.0,2.1,32.5,3.1000000000000014,7134.0,7.016129032258065,6724.0,58.77,0.02413793103448276,1
89,27.2,21.6,91.0,88.0,0.3,19.6,5.599999999999998,8008.0,7.927927927927928,7744.0,62.709999999999994,0.0032967032967032967,1
90,28.2,22.0,87.0,81.0,4.8,8.9,6.199999999999999,7047.0,6.945594322885866,6561.0,57.66000000000001,0.05517241379310345,1
91,28.2,22.9,89.0,81.0,1.2,31.8,5.300000000000001,7209.0,7.115783239561741,6561.0,59.540000000000006,0.01348314606741573,1
92,26.3,20.4,90.0,88.0,0.7,28.5,5.900000000000002,7920.0,7.7952755905511815,7744.0,62.19,0.0077777777777777776,1
93,26.2,19.8,92.0,85.0,0.2,28.0,6.399999999999999,7820.0,7.704433497536946,7225.0,62.24,0.002173913043478261,1
94,26.8,22.6,91.0,80.0,1.0,34.2,4.199999999999999,7280.0,7.197943444730077,6400.0,60.1,0.01098901098901099,1
95,28.2,23.1,87.0,86.0,0.3,12.0,5.099999999999998,7482.0,7.413793103448276,7396.0,60.510000000000005,0.0034482758620689655,0
96,29.1,24.2,93.0,85.0,0.9,19.0,4.900000000000002,7905.0,7.8375966686496135,7225.0,62.43,0.00967741935483871,1
97,28.2,23.7,84.0,85.0,2.4,14.7,4.5,7140.0,7.059521455408345,7225.0,58.38,0.02857142857142857,1
98,25.9,21.2,81.0,81.0,3.9,21.2,4.699999999999999,6561.0,6.462765957446808,6561.0,55.53,0.04814814814814815,1
99,26.9,19.7,78.0,85.0,0.3,18.2,7.199999999999999,6630.0,6.518533084259168,7225.0,56.61,0.003846153846153846,1
100,28.6,23.2,87.0,83.0,2.2,24.0,5.400000000000002,7221.0,7.128331688055281,6889.0,59.040000000000006,0.025287356321839084,1
101,29.6,22.1,86.0,83.0,3.5,9.8,7.5,7138.0,7.02006294256491,6889.0,58.25,0.040697674418604654,1
102,30.2,23.4,85.0,78.0,2.1,24.9,6.800000000000001,6630.0,6.542332741267022,6084.0,56.769999999999996,0.024705882352941178,1
103,29.6,23.2,86.0,83.0,3.9,24.4,6.400000000000002,7138.0,7.026973813742863,6889.0,58.129999999999995,0.04534883720930232,0
104,28.9,24.8,87.0,82.0,1.6,23.7,4.099999999999998,7134.0,7.075275215709611,6724.0,58.92000000000001,0.01839080459770115,1
105,28.0,25.2,89.0,88.0,0.4,34.2,2.8000000000000007,7832.0,7.76291010010903,7744.0,61.88,0.0044943820224719105,1
106,30.2,22.7,84.0,84.0,2.2,15.1,7.5,7056.0,6.984064139364546,7056.0,58.14,0.02619047619047619,1
107,31.2,25.0,81.0,88.0,0.6,28.4,6.199999999999999,7128.0,7.065120428189117,7744.0,58.62,0.007407407407407407,1
108,27.6,24.8,79.0,80.0,4.5,12.4,2.8000000000000007,6320.0,6.248764089381056,6400.0,54.25,0.056962025316455694,1
109,30.6,25.1,89.0,89.0,2.0,21.4,5.5,7921.0,7.841797841797842,7921.0,61.699999999999996,0.02247191011235955,1
110,30.6,25.3,86.0,84.0,2.3,18.8,5.300000000000001,7224.0,7.146107429023642,7056.0,58.91,0.026744186046511628,1
111,28.7,22.1,87.0,84.0,2.9,14.5,6.599999999999998,7308.0,7.237076648841355,7056.0,59.13,0.03333333333333333,1
112,26.2,23.4,82.0,83.0,2.1,11.9,2.8000000000000007,6806.0,6.729286138026498,6889.0,57.07,0.025609756097560978,1
113,28.7,24.3,84.0,87.0,0.6,15.7,4.399999999999999,7308.0,7.237076648841355,7569.0,59.52,0.007142857142857143,1
114,31.0,24.9,81.0,83.0,3.0,9.2,6.100000000000001,6723.0,6.667658434989587,6889.0,56.4,0.037037037037037035,1
115,29.7,22.6,89.0,88.0,1.3,28.8,7.099999999999998,7832.0,7.763679619349722,7744.0,61.61,0.014606741573033709,1
116,25.8,22.3,89.0,81.0,1.2,39.5,3.5,7209.0,7.122110254890337,6561.0,59.540000000000006,0.01348314606741573,1
117,28.2,19.3,82.0,81.0,4.3,31.8,8.899999999999999,6642.0,6.569083176738205,6561.0,55.81000000000001,0.0524390243902439,0
118,27.3,20.6,73.0,64.0,6.3,29.6,6.699999999999999,4672.0,4.609768130241736,4096.0,46.510000000000005,0.08630136986301369,0
119,31.2,24.3,85.0,90.0,3.9,23.3,6.899999999999999,7650.0,7.590038694314912,8100.0,59.83,0.04588235294117647,1
120,31.0,25.0,84.0,84.0,2.6,14.5,6.0,7056.0,7.00834326579261,7056.0,58.019999999999996,0.030952380952380953,1
121,29.2,24.0,89.0,88.0,1.2,15.8,5.199999999999999,7832.0,7.786062232826325,7744.0,61.64,0.01348314606741573,1
122,30.9,24.0,89.0,88.0,1.4,15.1,6.899999999999999,7832.0,7.758296186230807,7744.0,61.58,0.015730337078651683,1
123,29.8,23.3,83.0,85.0,3.5,14.2,6.5,7055.0,6.978929666633693,7225.0,57.650000000000006,0.04216867469879518,1
124,26.4,21.7,84.0,82.0,0.3,14.0,4.699999999999999,6888.0,6.8063241106719365,6724.0,58.11,0.0035714285714285713,1
125,27.9,23.1,82.0,88.0,1.6,39.3,4.799999999999997,7216.0,7.126913580246914,7744.0,58.720000000000006,0.01951219512195122,1
126,31.0,25.0,81.0,80.0,3.7,20.5,6.0,6480.0,6.423473433782712,6400.0,55.29,0.04567901234567901,1
127,30.7,25.6,89.0,89.0,1.2,22.5,5.099999999999998,7921.0,7.83171841012458,7921.0,61.94,0.01348314606741573,1
128,30.1,24.3,84.0,70.0,3.3,15.3,5.800000000000001,5880.0,5.824665676077266,4900.0,53.61,0.039285714285714285,1
129,31.6,25.4,81.0,88.0,0.1,26.1,6.200000000000003,7128.0,7.049050632911392,7744.0,58.769999999999996,0.0012345679012345679,1
130,31.4,25.1,82.0,75.0,9.1,21.8,6.299999999999997,6150.0,6.096956478635867,5625.0,52.57000000000001,0.11097560975609756,0
131,31.3,22.7,81.0,87.0,2.1,19.2,8.600000000000001,7047.0,6.960687475306203,7569.0,57.87,0.02592592592592593,1
132,33.0,25.1,75.0,68.0,10.0,19.3,7.899999999999999,5100.0,5.058018446890807,4624.0,47.4,0.13333333333333333,1
133,31.0,20.7,77.0,59.0,7.5,9.8,10.3,4543.0,4.516353514265831,3481.0,46.25,0.09740259740259741,0
134,32.3,25.9,86.0,88.0,0.6,13.4,6.399999999999999,7568.0,7.498266125037155,7744.0,60.62,0.0069767441860465115,1
135,32.0,26.0,89.0,88.0,2.5,26.4,6.0,7832.0,7.7806477250149015,7744.0,61.25,0.028089887640449437,1
136,32.2,25.3,79.0,79.0,7.0,16.4,6.900000000000002,6241.0,6.188398611799703,6241.0,53.199999999999996,0.08860759493670886,1
137,32.3,25.7,84.0,77.0,6.3,15.4,6.599999999999998,6468.0,6.425591098748261,5929.0,54.81,0.075,1
138,32.6,25.7,81.0,69.0,7.8,34.0,6.900000000000002,5589.0,5.5424434748115825,4761.0,50.75999999999999,0.0962962962962963,1
139,32.8,26.7,89.0,74.0,6.1,15.8,6.099999999999998,6586.0,6.533730158730159,5476.0,55.97,0.06853932584269662,1
140,32.7,26.0,76.0,46.0,10.0,9.4,6.700000000000003,3496.0,3.4696308058753473,2116.0,41.2,0.13157894736842105,0
141,32.8,25.2,74.0,28.0,11.1,19.0,7.599999999999998,2072.0,2.0533148350014865,784.0,34.67,0.15,0
142,30.4,24.2,74.0,57.0,9.1,11.9,6.199999999999999,4218.0,4.182449181953396,3249.0,43.970000000000006,0.12297297297297297,0
143,31.5,25.8,87.0,83.0,6.9,14.1,5.699999999999999,7221.0,7.183645045762037,6889.0,57.63,0.07931034482758621,1
144,33.0,25.7,78.0,53.0,10.0,10.9,7.300000000000001,4134.0,4.098344403687915,2809.0,44.1,0.1282051282051282,0
145,32.1,25.5,81.0,83.0,3.0,52.8,6.600000000000001,6723.0,6.665014374938039,6889.0,56.4,0.037037037037037035,1
146,32.8,25.0,74.0,38.0,11.9,8.3,7.799999999999997,2812.0,2.7963404932378677,1444.0,37.43,0.1608108108108108,0
147,33.3,24.3,79.0,69.0,10.7,7.9,8.999999999999996,5451.0,5.40505701536936,4761.0,49.089999999999996,0.13544303797468354,0
148,31.2,23.1,79.0,49.0,9.8,14.5,8.099999999999998,3871.0,3.8315351875680492,2401.0,43.36,0.12405063291139241,0
149,34.0,25.8,77.0,23.0,10.4,15.7,8.2,1771.0,1.759737678855326,529.0,34.580000000000005,0.13506493506493508,0
150,34.4,24.7,74.0,29.0,11.4,12.6,9.7,2146.0,2.12517330164389,841.0,34.879999999999995,0.15405405405405406,1
151,34.0,25.9,81.0,79.0,4.8,25.0,8.100000000000001,6399.0,6.342551293487958,6241.0,54.66,0.059259259259259255,1
152,33.2,25.3,77.0,29.0,11.0,14.5,7.900000000000002,2233.0,2.2183588317107095,841.0,36.2,0.14285714285714285,0
153,32.0,24.5,76.0,44.0,10.7,40.8,7.5,3344.0,3.3128591242322174,1936.0,40.39,0.14078947368421052,0
154,31.9,24.2,81.0,77.0,6.7,7.9,7.699999999999999,6237.0,6.194874851013111,5929.0,53.49,0.08271604938271605,1
155,32.9,25.3,78.0,78.0,9.1,19.0,7.599999999999998,6084.0,6.031525726182214,6084.0,51.870000000000005,0.11666666666666667,1
156,34.7,25.4,79.0,88.0,0.4,15.3,9.300000000000004,6952.0,6.911223779699771,7744.0,57.88,0.005063291139240506,1
157,31.7,25.8,81.0,78.0,4.6,21.9,5.899999999999999,6318.0,6.267235393314155,6084.0,54.419999999999995,0.05679012345679012,1
158,30.8,25.1,86.0,67.0,5.7,11.1,5.699999999999999,5762.0,5.707776126795443,4489.0,52.79,0.06627906976744186,1
159,32.6,25.4,86.0,78.0,2.3,14.1,7.200000000000003,6708.0,6.65212217374058,6084.0,57.11,0.026744186046511628,1
160,31.7,25.5,84.0,63.0,8.9,14.0,6.199999999999999,5292.0,5.249479218331515,3969.0,49.83,0.10595238095238095,0
161,32.0,25.6,84.0,88.0,1.5,29.2,6.399999999999999,7392.0,7.33697270471464,7744.0,59.55,0.017857142857142856,1
162,31.0,25.3,79.0,77.0,4.6,13.9,5.699999999999999,6083.0,6.043115438108484,5929.0,53.32,0.05822784810126582,1
163,32.2,25.3,82.0,78.0,6.6,14.5,6.900000000000002,6396.0,6.352170026814977,6084.0,54.220000000000006,0.08048780487804878,1
164,32.6,26.1,79.0,73.0,9.4,31.9,6.5,5767.0,5.710466382810179,5329.0,50.68,0.11898734177215191,1
165,33.0,25.8,78.0,67.0,10.6,14.5,7.199999999999999,5226.0,5.1850381982339515,4489.0,48.12,0.1358974358974359,1
166,31.2,25.3,90.0,77.0,2.7,9.1,5.899999999999999,6930.0,6.872272907576359,5929.0,58.28999999999999,0.030000000000000002,1
167,33.2,25.0,85.0,88.0,2.4,25.1,8.200000000000003,7480.0,7.426528991262907,7744.0,59.68,0.028235294117647056,1
168,33.5,26.0,89.0,88.0,2.0,10.9,7.5,7832.0,7.812468827930174,7744.0,61.4,0.02247191011235955,1
169,29.1,25.8,89.0,88.0,0.5,20.9,3.3000000000000007,7832.0,7.782967305972375,7744.0,61.85,0.0056179775280898875,1
170,33.1,26.1,80.0,83.0,0.5,27.9,7.0,6640.0,6.6148635186292095,6889.0,56.75,0.00625,1
171,33.7,24.7,89.0,78.0,2.1,9.2,9.000000000000004,6942.0,6.922616673314719,6084.0,58.37,0.02359550561797753,1
172,35.2,24.7,78.0,44.0,10.1,12.4,10.500000000000004,3432.0,3.3983562728983068,1936.0,41.370000000000005,0.12948717948717947,1
173,31.6,25.3,86.0,86.0,1.0,31.2,6.300000000000001,7396.0,7.346046881207787,7396.0,59.900000000000006,0.011627906976744186,1
174,31.2,25.3,78.0,47.0,9.1,17.2,5.899999999999999,3666.0,3.6322203507381357,2209.0,42.57000000000001,0.11666666666666667,0
175,32.8,25.6,79.0,72.0,7.1,30.3,7.199999999999996,5688.0,5.645657568238214,5184.0,51.07,0.08987341772151898,0
176,32.9,25.8,91.0,87.0,0.2,26.3,7.099999999999998,7917.0,7.849494348602023,7569.0,62.44,0.002197802197802198,1
177,32.0,26.2,82.0,84.0,6.4,16.9,5.800000000000001,6888.0,6.830622768742563,7056.0,56.08,0.07804878048780488,1
178,30.6,25.8,82.0,84.0,1.3,14.5,4.800000000000001,6888.0,6.834011310645898,7056.0,57.61,0.015853658536585366,1
179,31.2,25.4,80.0,88.0,1.2,26.4,5.800000000000001,7040.0,6.992451330949543,7744.0,58.04,0.015,1
180,29.0,25.0,84.0,88.0,0.5,19.8,4.0,7392.0,7.330424434748116,7744.0,59.85,0.005952380952380952,1
181,31.1,25.6,84.0,84.0,4.4,16.5,5.5,7056.0,6.9819908964971304,7056.0,57.48,0.05238095238095238,1
182,30.3,25.4,79.0,88.0,0.3,14.5,4.900000000000002,6952.0,6.891356066613799,7744.0,57.91,0.0037974683544303796,1
183,31.2,25.2,79.0,78.0,4.4,16.3,6.0,6162.0,6.120989371212874,6084.0,53.68,0.055696202531645575,1
184,30.8,24.8,81.0,84.0,2.0,11.9,6.0,6804.0,6.778242677824268,7056.0,56.99999999999999,0.024691358024691357,1
185,32.0,25.8,77.0,72.0,7.7,10.0,6.199999999999999,5544.0,5.497273177987109,5184.0,50.089999999999996,0.1,1
186,31.7,25.3,86.0,82.0,2.2,20.0,6.399999999999999,7052.0,6.995337764110703,6724.0,58.34,0.025581395348837212,1
187,31.2,26.0,87.0,83.0,3.0,14.3,5.199999999999999,7221.0,7.157300029735356,6889.0,58.800000000000004,0.034482758620689655,1
188,33.0,25.3,84.0,69.0,0.4,14.3,7.699999999999999,5796.0,5.749429620077374,4761.0,54.18,0.004761904761904762,0
189,33.0,25.5,81.0,51.0,6.9,18.0,7.5,4131.0,4.096588655295518,2601.0,45.629999999999995,0.08518518518518518,1
190,32.4,25.0,79.0,67.0,7.0,10.9,7.399999999999999,5293.0,5.246307860045595,4489.0,49.6,0.08860759493670886,1
191,33.3,26.4,79.0,88.0,3.0,20.5,6.899999999999999,6952.0,6.904359916575628,7744.0,57.1,0.0379746835443038,1
192,33.0,25.5,76.0,38.0,10.9,15.8,7.5,2888.0,2.8684942391736197,1444.0,38.53,0.14342105263157895,0
193,33.9,26.4,84.0,61.0,9.1,8.6,7.5,5124.0,5.082829084416228,3721.0,49.17000000000001,0.10833333333333332,1
194,32.5,25.5,75.0,40.0,11.2,6.6,7.0,3000.0,2.9708853238265003,1600.0,38.64,0.14933333333333332,0
195,34.1,25.5,78.0,41.0,8.3,13.6,8.600000000000001,3198.0,3.179242469430361,1681.0,41.01,0.10641025641025642,0
196,33.3,24.3,81.0,47.0,8.2,12.8,8.999999999999996,3807.0,3.786552615874279,2209.0,44.04,0.10123456790123456,1
197,32.7,24.1,74.0,61.0,10.0,23.5,8.600000000000001,4514.0,4.484848484848484,3721.0,44.900000000000006,0.13513513513513514,0
198,33.5,26.4,79.0,78.0,5.5,9.1,7.100000000000001,6162.0,6.120989371212874,6084.0,53.35,0.06962025316455696,0
199,32.9,25.8,78.0,38.0,11.1,16.3,7.099999999999998,2964.0,2.961038961038961,1444.0,39.27,0.1423076923076923,1
200,32.0,25.9,81.0,78.0,9.1,25.5,6.100000000000001,6318.0,6.268479015775375,6084.0,53.07,0.11234567901234567,1
201,31.2,25.3,80.0,43.0,9.5,9.8,5.899999999999999,3440.0,3.4012260233339924,1849.0,42.05,0.11875,0
202,31.8,24.5,81.0,78.0,2.2,11.2,7.300000000000001,6318.0,6.265370884569616,6084.0,55.14,0.027160493827160497,1
203,32.4,26.3,84.0,83.0,6.7,15.3,6.099999999999998,6972.0,6.915980557484376,6889.0,56.49,0.07976190476190477,1
204,30.6,25.0,81.0,88.0,0.3,11.3,5.600000000000001,7128.0,7.065120428189117,7744.0,58.709999999999994,0.0037037037037037034,1
205,29.4,25.6,89.0,83.0,0.3,10.0,3.799999999999997,7387.0,7.321835662602835,6889.0,60.41,0.0033707865168539327,1
206,31.1,25.4,78.0,79.0,3.8,13.8,5.700000000000003,6162.0,6.132563694267517,6241.0,53.760000000000005,0.04871794871794872,1
